"","x"
"1226","액션, 어드벤처..."
"1227","캐릭터"
"1228","게임사, 게임사이..."
"1229","카트라이더"
"1230","롤플레잉게임"
"1231","모바일게임"
"1232","철권"
"1233","마인크래프트"
"1234","퀘스트"
"1235","게임사, 게임사이..."
"1236","퀘스트"
"1237","게임사, 게임사이..."
"1238","NBA시리즈"
"1239","피파시리즈"
"1240","시뮬레이션게임"
"1241","콜오브듀티"
"1242","시뮬레이션게임"
"1243","롤플레잉게임"
"1244","마인크래프트"
"1245","닌텐도DS"
"1246","콜오브듀티"
"1247","인디게임"
"1248","캐릭터"
"1249","심즈"
"1250","게임사, 게임사이..."
"1251","다크에덴"
"1252","FPS, 슈팅게임"
"1253","게임 제작, 기획"
"1254","플레이스테이션"
"1255","바람의나라실행"
"1256","시뮬레이션게임"
"1257","포켓몬"
"1258","슈퍼마리오"
"1259","마인크래프트"
"1260","모바일게임"
"1261","포켓몬"
"1262","심즈"
"1263","모바일게임"
"1264","피파시리즈"
"1265","포켓몬"
"1266","몬스터"
"1267","마인크래프트"
"1268","월드오브워크래프..."
"1269","퀘스트"
"1270","심즈"
"1271","퀘스트"
"1272","포켓몬"
"1273","리그오브레전드"
"1274","게임리그, 게이머"
"1275","캐릭터"
"1276","게임사, 게임사이..."
"1277","게임사, 게임사이..."
"1278","닌텐도DS"
"1279","닌텐도DS"
"1280","오버워치"
"1281","FPS, 슈팅게임"
"1282","닌텐도Wii"
"1283","장기"
"1284","게임사, 게임사이..."
"1285","게임리그, 게이머"
"1286","포켓몬"
"1287","캐릭터"
"1288","인디게임"
"1289","캐릭터"
"1290","피파시리즈"
"1291","마구마구"
"1292","메이플스토리실행"
"1293","피파시리즈"
"1294","오버워치"
"1295","알투비트"
"1296","몬스터"
"1297","모바일게임"
"1298","비디오게임"
"1299","오버워치"
"1300","게임사, 게임사이..."
"1301","캐릭터"
"1302","게임사, 게임사이..."
"1303","모바일게임"
"1304","액션, 어드벤처..."
"1305","바람의나라실행"
"1306","열혈강호온라인"
"1307","마인크래프트"
"1308","엘소드"
"1309","리니지2"
"1310","액션, 어드벤처..."
"1311","리그오브레전드"
"1312","피파시리즈"
"1313","리니지2"
"1314","해적"
"1315","슈퍼마리오"
"1316","건즈더듀얼"
"1317","롤플레잉게임"
"1318","오버워치"
"1319","리니지2"
"1320","메달오브아너"
"1321","피파시리즈"
"1322","시뮬레이션게임"
"1323","마인크래프트"
"1324","오버워치"
"1325","리그오브레전드"
"1326","모바일게임"
"1327","롤플레잉게임"
"1328","게임사, 게임사이..."
"1329","카드게임"
"1330","워크래프트"
"1331","보드, 퍼즐 게임"
"1332","인디게임"
"1333","심즈"
"1334","피파시리즈"
"1335","리그오브레전드"
"1336","피파시리즈"
"1337","롤플레잉게임"
"1338","액션, 어드벤처..."
"1339","나이트온라인"
"1340","게임사, 게임사이..."
"1341","피파시리즈"
"1342","모바일게임"
"1343","워크래프트"
"1344","PSP"
"1345","FPS, 슈팅게임"
"1346","심즈"
"1347","액션, 어드벤처..."
"1348","인디게임"
"1349","모바일게임"
"1350","오크"
"1351","게임 제작, 기획"
"1352","마인크래프트"
"1353","인디게임"
"1354","FPS, 슈팅게임"
"1355","게임리그, 게이머"
"1356","나이트엘프"
"1357","인디게임"
"1358","오디션"
"1359","메달오브아너"
"1360","게임사, 게임사이..."
"1361","모바일게임"
"1362","리니지2"
"1363","게임 제작, 기획"
"1364","마인크래프트"
"1365","리그오브레전드"
"1366","닌텐도DS"
"1367","마인크래프트"
"1368","리그오브레전드"
"1369","플레이스테이션"
"1370","오버워치"
"1371","철권"
"1372","게임 제작, 기획"
"1373","게임사, 게임사이..."
"1374","게임사, 게임사이..."
"1375","게임사, 게임사이..."
"1376","액션, 어드벤처..."
"1377","게임사, 게임사이..."
"1378","롤플레잉게임"
"1379","마인크래프트"
"1380","닌텐도DS"
"1381","캐릭터"
"1382","닌텐도DS"
"1383","테트리스"
"1384","심즈"
"1385","배틀그라운드"
"1386","리그오브레전드"
"1387","피파시리즈"
"1388","FPS, 슈팅게임"
"1389","인디게임"
"1390","게임사, 게임사이..."
"1391","플레이스테이션"
"1392","리그오브레전드"
"1393","플레이스테이션"
"1394","오버워치"
"1395","카트라이더"
"1396","배틀필드"
"1397","스맥다운"
"1398","피파시리즈"
"1399","이터널시티"
"1400","닌텐도DS"
"1401","게임리그, 게이머"
"1402","게임사, 게임사이..."
"1403","오버워치"
"1404","모바일게임"
"1405","게임사, 게임사이..."
"1406","퀘스트"
"1407","마인크래프트"
"1408","엑스박스"
"1409","건즈더듀얼"
"1410","오버워치"
"1411","콜오브듀티"
"1412","닌텐도Wii"
"1413","피파시리즈"
"1414","오크"
"1415","인디게임"
"1416","장기"
"1417","포켓몬"
"1418","아이템"
"1419","포켓몬"
"1420","바람의나라실행"
"1421","아이템"
"1422","인디게임"
"1423","마인크래프트"
"1424","카드게임"
"1425","건즈더듀얼"
"1426","캐릭터"
"1427","게임사, 게임사이..."
"1428","언데드"
"1429","카트라이더"
"1430","닌텐도DS"
"1431","포켓몬"
"1432","액션, 어드벤처..."
"1433","메달오브아너"
"1434","지역"
"1435","모바일게임"
"1436","인디게임"
"1437","게임리그, 게이머"
"1438","게임사, 게임사이..."
"1439","인디게임"
"1440","인디게임"
"1441","바둑"
"1442","인디게임"
"1443","롤러코스터타이쿤"
"1444","지역"
"1445","지역"
"1446","메달오브아너"
"1447","플레이스테이션"
"1448","지역"
"1449","캐릭터"
"1450","몬스터"
"1451","GTA"
"1452","플레이스테이션"
"1453","마인크래프트"
"1454","마인크래프트"
"1455","롤플레잉게임"
"1456","엑스박스"
"1457","인디게임"
"1458","오버워치"
"1459","롤플레잉게임"
"1460","체스"
"1461","액션, 어드벤처..."
"1462","닌텐도DS"
"1463","게임리그, 게이머"
"1464","콜오브듀티"
"1465","PSP"
"1466","게임사, 게임사이..."
"1467","롤러코스터타이쿤"
"1468","오버워치"
"1469","스맥다운"
"1470","액션, 어드벤처..."
"1471","거상실행"
"1472","카드게임"
"1473","인디게임"
"1474","오버워치"
"1475","모바일게임"
"1476","록맨"
"1477","게임사, 게임사이..."
"1478","플레이스테이션"
"1479","나이트온라인"
"1480","스포츠게임"
"1481","스도쿠"
"1482","닌텐도DS"
"1483","마인크래프트"
"1484","카트라이더"
"1485","포켓몬"
"1486","인디게임"
"1487","롤플레잉게임"
"1488","인디게임"
"1489","모바일게임"
"1490","모바일게임"
"1491","퀘스트"
"1492","모바일게임"
"1493","게임사, 게임사이..."
"1494","리그오브레전드"
"1495","게임리그, 게이머"
"1496","심즈"
"1497","건즈더듀얼"
"1498","게임사, 게임사이..."
"1499","롤플레잉게임"
"1500","FPS, 슈팅게임"
"1501","리니지2"
"1502","리그오브레전드"
"1503","캐릭터"
"1504","퀘스트"
"1505","오버워치"
"1506","서든어택"
"1507","시뮬레이션게임"
"1508","스포츠게임"
"1509","오버워치"
"1510","닌텐도DS"
"1511","열혈강호온라인"
"1512","퀘스트"
"1513","롤플레잉게임"
"1514","리니지"
"1515","게임리그, 게이머"
"1516","인디게임"
"1517","게임사, 게임사이..."
"1518","지역"
"1519","비디오게임"
"1520","게임사, 게임사이..."
"1521","심즈"
"1522","몬스터"
"1523","롤플레잉게임"
"1524","심즈"
"1525","아이템"
"1526","리니지2"
"1527","FPS, 슈팅게임"
"1528","닌텐도Wii"
"1529","라그나로크"
"1530","액션, 어드벤처..."
"1531","비디오게임"
"1532","테트리스"
"1533","마구마구"
"1534","포켓몬"
"1535","시뮬레이션게임"
"1536","캐릭터"
"1537","언데드"
"1538","액션, 어드벤처..."
"1539","거상실행"
"1540","닌텐도DS"
"1541","카트라이더"
"1542","파이널판타지"
"1543","퀘스트"
"1544","인디게임"
"1545","롤플레잉게임"
"1546","모바일게임"
"1547","인디게임"
"1548","레인보우식스"
"1549","롤플레잉게임"
"1550","서든어택"
"1551","오버워치"
"1552","블레이드앤소울"
"1553","테트리스"
"1554","닌텐도DS"
"1555","철권"
"1556","마인크래프트"
"1557","인디게임"
"1558","몬스터"
"1559","리그오브레전드"
"1560","모바일게임"
"1561","마인크래프트"
"1562","리그오브레전드"
"1563","엑스박스"
"1564","게임사, 게임사이..."
"1565","바둑"
"1566","피파시리즈"
"1567","오버워치"
"1568","시뮬레이션게임"
"1569","거상실행"
"1570","서든어택"
"1571","오디션"
"1572","나이트엘프"
"1573","인디게임"
"1574","닌텐도DS"
"1575","던전앤파이터"
"1576","니드포스피드"
"1577","캐릭터"
"1578","건즈더듀얼"
"1579","오버워치"
"1580","피파시리즈"
"1581","게임 제작, 기획"
"1582","플레이스테이션"
"1583","몬스터"
"1584","워크래프트"
"1585","메달오브아너"
"1586","롤플레잉게임"
"1587","오버워치"
"1588","게임리그, 게이머"
"1589","배틀그라운드"
"1590","GTA"
"1591","캐릭터"
"1592","액션, 어드벤처..."
"1593","나이트온라인"
"1594","피파시리즈"
"1595","롤플레잉게임"
"1596","아이템"
"1597","포켓몬"
"1598","인디게임"
"1599","마인크래프트"
"1600","붉은보석"
"1601","롤플레잉게임"
"1602","피파시리즈"
"1603","게임 제작, 기획"
"1604","오버워치"
"1605","카드게임"
"1606","리그오브레전드"
"1607","지역"
"1608","액션, 어드벤처..."
"1609","아이템"
"1610","모바일게임"
"1611","플레이스테이션"
"1612","나이트온라인"
"1613","메달오브아너"
"1614","피파시리즈"
"1615","심즈"
"1616","메이플스토리실행"
"1617","퀘스트"
"1618","리니지2"
"1619","포켓몬"
"1620","롤플레잉게임"
"1621","게임사, 게임사이..."
"1622","워크래프트"
"1623","모바일게임"
"1624","게임 제작, 기획"
"1625","나이트온라인"
"1626","메이플스토리"
"1627","오디션"
"1628","액션, 어드벤처..."
"1629","액션, 어드벤처..."
"1630","리니지2"
"1631","마인크래프트"
"1632","마인크래프트"
"1633","게임리그, 게이머"
"1634","게임리그, 게이머"
"1635","스페셜포스"
"1636","인디게임"
"1637","피파시리즈"
"1638","캐릭터"
"1639","메달오브아너"
"1640","리니지2"
"1641","모바일게임"
"1642","리그오브레전드"
"1643","포켓몬"
"1644","스맥다운"
"1645","포켓몬"
"1646","액션, 어드벤처..."
"1647","게임사, 게임사이..."
"1648","닌텐도DS"
"1649","메달오브아너"
"1650","롤플레잉게임"
"1651","인디게임"
"1652","FPS, 슈팅게임"
"1653","롤플레잉게임"
"1654","게임리그, 게이머"
"1655","캐릭터"
"1656","게임사, 게임사이..."
"1657","크레이지아케이드"
"1658","마인크래프트"
"1659","액션, 어드벤처..."
"1660","게임리그, 게이머"
"1661","액션, 어드벤처..."
"1662","카드게임"
"1663","게임사, 게임사이..."
"1664","시뮬레이션게임"
"1665","저그"
"1666","리그오브레전드"
"1667","화투게임"
"1668","카트라이더"
"1669","피파시리즈"
"1670","엑스박스"
"1671","콜오브듀티"
"1672","FPS, 슈팅게임"
"1673","테트리스"
"1674","FPS, 슈팅게임"
"1675","보드, 퍼즐 게임"
"1676","지역"
"1677","아이템"
"1678","게임사, 게임사이..."
"1679","메달오브아너"
"1680","리니지"
"1681","FPS, 슈팅게임"
"1682","건즈더듀얼"
"1683","월드오브워크래프..."
"1684","모바일게임"
"1685","게임리그, 게이머"
"1686","마인크래프트"
"1687","건즈더듀얼"
"1688","모바일게임"
"1689","게임사, 게임사이..."
"1690","모바일게임"
"1691","모바일게임"
"1692","마인크래프트"
"1693","피파시리즈"
"1694","오버워치"
"1695","보드, 퍼즐 게임"
"1696","모바일게임"
"1697","건즈더듀얼"
"1698","게임리그, 게이머"
"1699","심즈"
"1700","마인크래프트"
"1701","시뮬레이션게임"
"1702","콜오브듀티"
"1703","게임사, 게임사이..."
"1704","리그오브레전드"
"1705","마인크래프트"
"1706","롤플레잉게임"
"1707","인디게임"
"1708","마인크래프트"
"1709","시뮬레이션게임"
"1710","인디게임"
"1711","인디게임"
"1712","FPS, 슈팅게임"
"1713","심즈"
"1714","몬스터"
"1715","메달오브아너"
"1716","심즈"
"1717","오버워치"
"1718","액션, 어드벤처..."
"1719","아이템"
"1720","롤플레잉게임"
"1721","피파시리즈"
"1722","액션, 어드벤처..."
"1723","아이템"
"1724","캐릭터"
"1725","FPS, 슈팅게임"
"1726","피파시리즈"
"1727","롤플레잉게임"
"1728","액션, 어드벤처..."
"1729","서든어택"
"1730","닌텐도DS"
"1731","인디게임"
"1732","마인크래프트"
"1733","롤플레잉게임"
"1734","월드오브워크래프..."
"1735","워크래프트"
"1736","게임사, 게임사이..."
"1737","리그오브레전드"
"1738","FPS, 슈팅게임"
"1739","풋볼매니저"
"1740","인디게임"
"1741","건즈더듀얼"
"1742","닌텐도Wii"
"1743","롤플레잉게임"
"1744","게임사, 게임사이..."
"1745","오버워치"
"1746","시뮬레이션게임"
"1747","인디게임"
"1748","캐릭터"
"1749","프리스타일"
"1750","FPS, 슈팅게임"
"1751","심즈"
"1752","록맨"
"1753","디아블로"
"1754","건즈더듀얼"
"1755","피파시리즈"
"1756","FPS, 슈팅게임"
"1757","롤플레잉게임"
"1758","모바일게임"
"1759","GTA"
"1760","지역"
"1761","아스가르드"
"1762","카드게임"
"1763","인디게임"
"1764","롤플레잉게임"
"1765","엑스박스"
"1766","보드, 퍼즐 게임"
"1767","건즈더듀얼"
"1768","오버워치"
"1769","게임사, 게임사이..."
"1770","테란"
"1771","보드, 퍼즐 게임"
"1772","오버워치"
"1773","모바일게임"
"1774","메달오브아너"
"1775","롤플레잉게임"
"1776","롤플레잉게임"
"1777","스맥다운"
"1778","니드포스피드"
"1779","오버워치"
"1780","아바(A.V.A 온..."
"1781","게임리그, 게이머"
"1782","붉은보석"
"1783","몬스터"
"1784","오버워치"
"1785","GTA"
"1786","퀘스트"
"1787","액션, 어드벤처..."
"1788","인디게임"
"1789","지역"
"1790","리그오브레전드"
"1791","FPS, 슈팅게임"
"1792","시티레이서"
"1793","게임리그, 게이머"
"1794","롤플레잉게임"
"1795","크레이지아케이드"
"1796","보드, 퍼즐 게임"
"1797","마인크래프트"
"1798","액션, 어드벤처..."
"1799","시뮬레이션게임"
"1800","보드, 퍼즐 게임"
"1801","리그오브레전드"
"1802","게임 제작, 기획"
"1803","모바일게임"
"1804","심즈"
"1805","오버워치"
"1806","인디게임"
"1807","마인크래프트"
"1808","카드게임"
"1809","게임 제작, 기획"
"1810","FPS, 슈팅게임"
"1811","아이템"
"1812","플레이스테이션"
"1813","저그"
"1814","마인크래프트"
"1815","서든어택"
"1816","GTA"
"1817","심즈"
"1818","닌텐도Wii"
"1819","리그오브레전드"
"1820","PSP"
"1821","액션, 어드벤처..."
"1822","리그오브레전드"
"1823","보드, 퍼즐 게임"
"1824","닌텐도Wii"
"1825","리그오브레전드"
"1826","몬스터"
"1827","피파시리즈"
"1828","모바일게임"
"1829","리그오브레전드"
"1830","보드, 퍼즐 게임"
"1831","롤플레잉게임"
"1832","오버워치"
"1833","모바일게임"
"1834","건즈더듀얼"
"1835","오버워치"
"1836","레인보우식스"
"1837","롤플레잉게임"
"1838","마인크래프트"
"1839","오크"
"1840","게임리그, 게이머"
"1841","게임사, 게임사이..."
"1842","게임리그, 게이머"
"1843","프린세스메이커"
"1844","엑스박스"
"1845","액션, 어드벤처..."
"1846","몬스터"
"1847","지역"
"1848","포켓몬"
"1849","건즈더듀얼"
"1850","롤플레잉게임"
"1851","닌텐도Wii"
"1852","모바일게임"
"1853","액션, 어드벤처..."
"1854","캐릭터"
"1855","액션, 어드벤처..."
"1856","배틀필드"
"1857","액션, 어드벤처..."
"1858","롤플레잉게임"
"1859","닌텐도DS"
"1860","몬스터"
"1861","마인크래프트"
"1862","게임 제작, 기획"
"1863","게임 제작, 기획"
"1864","리그오브레전드"
"1865","월드오브탱크"
"1866","게임사, 게임사이..."
"1867","포켓몬"
"1868","플레이스테이션"
"1869","플레이스테이션"
"1870","닌텐도DS"
"1871","오크"
"1872","캐릭터"
"1873","모바일게임"
"1874","오버워치"
"1875","롤플레잉게임"
"1876","오크"
"1877","FPS, 슈팅게임"
"1878","스포츠게임"
"1879","GTA"
"1880","모바일게임"
"1881","롤러코스터타이쿤"
"1882","건즈더듀얼"
"1883","피파시리즈"
"1884","플레이스테이션"
"1885","게임사, 게임사이..."
"1886","NBA시리즈"
"1887","FPS, 슈팅게임"
"1888","액션, 어드벤처..."
"1889","바람의나라"
"1890","게임사, 게임사이..."
"1891","시뮬레이션게임"
"1892","시뮬레이션게임"
"1893","몬스터"
"1894","마인크래프트"
"1895","액션, 어드벤처..."
"1896","메달오브아너"
"1897","시뮬레이션게임"
"1898","거상실행"
"1899","액션, 어드벤처..."
"1900","심즈"
"1901","오버워치"
"1902","카트라이더"
"1903","카트라이더"
"1904","카트라이더"
"1905","카트라이더"
"1906","카트라이더"
"1907","보드, 퍼즐 게임"
"1908","마인크래프트"
"1909","아이온"
"1910","인디게임"
"1911","지역"
"1912","인디게임"
"1913","모바일게임"
"1914","오버워치"
"1915","시뮬레이션게임"
"1916","게임리그, 게이머"
"1917","건즈더듀얼"
"1918","심즈"
"1919","심즈"
"1920","닌텐도DS"
"1921","모바일게임"
"1922","게임리그, 게이머"
"1923","카드게임"
"1924","포켓몬"
"1925","마인크래프트"
"1926","언데드"
"1927","아이템"
"1928","닌텐도DS"
"1929","닌텐도Wii"
"1930","오버워치"
"1931","모바일게임"
"1932","나이트온라인"
"1933","오버워치"
"1934","캐릭터"
"1935","게임리그, 게이머"
"1936","리그오브레전드"
"1937","게임사, 게임사이..."
"1938","캐릭터"
"1939","플레이스테이션"
"1940","마인크래프트"
"1941","캐릭터"
"1942","모바일게임"
"1943","게임리그, 게이머"
"1944","오버워치"
"1945","아이템"
"1946","리그오브레전드"
"1947","나이트엘프"
"1948","게임사, 게임사이..."
"1949","액션, 어드벤처..."
"1950","마인크래프트"
"1951","아바(A.V.A 온..."
"1952","몬스터"
"1953","아이템"
"1954","게임리그, 게이머"
"1955","카트라이더"
"1956","오버워치"
"1957","게임리그, 게이머"
"1958","언데드"
"1959","액션, 어드벤처..."
"1960","리니지2"
"1961","심즈"
"1962","게임사, 게임사이..."
"1963","파이널판타지"
"1964","닌텐도Wii"
"1965","닌텐도Wii"
"1966","카드게임"
"1967","액션, 어드벤처..."
"1968","게임사, 게임사이..."
"1969","포켓몬"
"1970","모바일게임"
"1971","심즈"
"1972","건즈더듀얼"
"1973","FPS, 슈팅게임"
"1974","마구마구"
"1975","NBA시리즈"
"1976","비디오게임"
"1977","마인크래프트"
"1978","퀘스트"
"1979","인디게임"
"1980","롤플레잉게임"
"1981","심즈"
"1982","게임사, 게임사이..."
"1983","파이널판타지"
"1984","닌텐도Wii"
"1985","닌텐도Wii"
"1986","카드게임"
"1987","액션, 어드벤처..."
"1988","게임사, 게임사이..."
"1989","포켓몬"
"1990","모바일게임"
"1991","심즈"
"1992","건즈더듀얼"
"1993","FPS, 슈팅게임"
"1994","마구마구"
"1995","NBA시리즈"
"1996","비디오게임"
"1997","마인크래프트"
"1998","퀘스트"
"1999","인디게임"
"2000","롤플레잉게임"
